sample_idx,pos,gt_token,pred_token,tf_loss,free_loss,audio_only,is_eos,gt_eos_pos,pred_eos_pos
0,0,chapter,it,22.625,22.375,True,False,48,48
0,1, one, was,1.148438,20.0,False,False,48,48
0,2, miss, a,14.125,24.875,False,False,48,48
0,3,us, dark,4.59375,28.875,False,False,48,48
0,4, r, rainy,19.125,16.625,False,False,48,48
0,5,achel, night,4.4375,26.25,False,False,48,48
0,6, ly, nobody,19.125,14.1875,False,False,48,48
0,7,nde, answered,6.03125,21.0,False,False,48,48
0,8, is, as,11.5,16.125,False,False,48,48
0,9, surprised, i,11.875,21.625,False,False,48,48
0,10, miss, rode,19.0,23.625,False,False,48,48
0,11,us, on,0.384766,27.5,False,False,48,48
0,12, r, beyond,7.625,18.75,False,False,48,48
0,13,achel, the,0.003632,17.875,False,False,48,48
0,14, ly, gate,3.46875,19.125,False,False,48,48
0,15,nde, an,0.000504,15.75,False,False,48,48
0,16, lived, old,12.5625,19.0,False,False,48,48
0,17, just, man,9.8125,35.25,False,False,48,48
0,18, where,'s,18.375,11.125,False,False,48,48
0,19, the, voice,9.375,23.5,False,False,48,48
0,20, av, called,17.5,23.875,False,False,48,48
0,21,on, to,7.8125,31.875,False,False,48,48
0,22,lea, me,13.8125,26.25,False,False,48,48
0,23, main, he,11.6875,21.875,False,False,48,48
0,24, road, said,2.578125,23.0,False,False,48,48
0,25, dipped, you,19.375,20.5,False,False,48,48
0,26, down, must,2.71875,14.125,False,False,48,48
0,27, into, be,8.5625,23.75,False,False,48,48
0,28, a, Ch,12.5625,11.5,False,False,48,48
0,29, little,as,2.953125,14.8125,False,False,48,48
0,30, hollow, you,3.75,16.875,False,False,48,48
0,31, fr, can,17.75,21.5,False,False,48,48
0,32,inged,'t,5.625,28.25,False,False,48,48
0,33, with, keep,1.1e-05,21.5,False,False,48,48
0,34, al, secret,18.125,21.375,False,False,48,48
0,35,ders, something,2.015625,26.875,False,False,48,48
0,36, and, hidden,0.179688,8.9375,False,False,48,48
0,37, ladies, in,19.25,22.125,False,False,48,48
0,38, e, your,12.625,21.875,False,False,48,48
0,39,ard, room,8.5625,25.25,False,False,48,48
0,40,rops, i,7.0,22.125,False,False,48,48
0,41, and, heard,4.71875,16.125,False,False,48,48
0,42, travers, a,20.875,21.75,False,False,48,48
0,43,ed, foot,1.3e-05,14.875,False,False,48,48
0,44, by,step,8.375,18.75,False,False,48,48
0,45, a, close,5.3125,17.625,False,False,48,48
0,46, bro, behind,9.75,16.125,False,False,48,48
0,47,ok, me,0.003433,32.5,False,False,48,48
0,48,<|im_end|>,<|im_end|>,7.65625,0.02002,False,True,48,48
1,0,that,the,11.0,10.125,True,False,59,48
1,1, had, whole,4.34375,11.0625,False,False,59,48
1,2, its, of,16.875,21.125,False,False,59,48
1,3, source, north,11.9375,18.0,False,False,59,48
1,4, away, ang,29.5,13.0625,False,False,59,48
1,5, back,lia,11.5625,19.75,False,False,59,48
1,6, in, was,6e-06,6.0625,False,False,59,48
1,7, the, devastated,5.96875,11.6875,False,False,59,48
1,8, woods, by,12.625,34.0,False,False,59,48
1,9, of, his,11.1875,17.375,False,False,59,48
1,10, the, violence,2.296875,13.4375,False,False,59,48
1,11, old, he,11.3125,22.125,False,False,59,48
1,12, c, carried,13.0,12.375,False,False,59,48
1,13,uth, away,10.125,18.875,False,False,59,48
1,14,bert, not,0.223633,21.625,False,False,59,48
1,15, place, only,15.375,26.5,False,False,59,48
1,16, it, the,5.15625,16.125,False,False,59,48
1,17, was, clothes,12.625,12.9375,False,False,59,48
1,18, reputed, but,14.0,23.375,False,False,59,48
1,19, to, also,7.09375,15.75,False,False,59,48
